Incident Number,Date,Time,Address,Incident Type,Completed,Reviewed
0005281 - 000,10/16/19,15:33:35,415 Candlelight Ln ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005282 - 000,10/16/19,16:03:20,1202 S IH 35 ,611 - Dispatched & cancelled en route,Yes,Yes
0005283 - 000,10/16/19,18:00:25,1201 Thorpe Ln  # 82 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005284 - 000,10/16/19,18:31:05,1201 Thorpe Ln  # 82 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005285 - 000,10/16/19,19:03:36,110 W Mimosa Cir ,"651 - Smoke scare, odor of smoke",Yes,Yes
0005286 - 000,10/16/19,21:30:29,203 Yale St ,"118 - Trash or rubbish fire, contained",Yes,Yes
0005287 - 000,10/17/19,3:18:15,1401 Wonder World Dr  # 312 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005288 - 000,10/17/19,3:22:45,1401 Clyde St  # B ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005289 - 000,10/17/19,6:51:55,158 S Fredericksburg St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005290 - 000,10/17/19,10:56:51,1350 Sadler Dr  # 9304 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005291 - 000,10/17/19,13:52:49,2103 River Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005292 - 000,10/17/19,14:12:28,1001 E McCarty Ln ,611 - Dispatched & cancelled en route,Yes,Yes
0005294 - 000,10/17/19,15:09:54,618 Larue Dr ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005295 - 000,10/17/19,15:36:04,EXIT 210 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005296 - 000,10/17/19,16:04:12,206 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005297 - 000,10/17/19,16:17:24,199 SB ,322 - Vehicle accident with injuries,Yes,Yes
0005298 - 000,10/17/19,16:27:57,400 Wonder World Dr ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005299 - 000,10/17/19,16:38:02,203 Armstrong St ,622 - No incident found on arrival at dispatch address,Yes,Yes
0005300 - 000,10/17/19,16:45:42,On E Access Rd  at Davis Ln ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005301 - 000,10/17/19,17:03:40,200 Springtown Way ,322 - Vehicle accident with injuries,Yes,Yes
0005302 - 000,10/17/19,17:07:24,1340 Wonder World Dr  # 4100 ,611 - Dispatched & cancelled en route,Yes,Yes
0005303 - 000,10/17/19,18:19:19,202 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005304 - 000,10/17/19,19:13:49,112 Tulip Garden Trl ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005305 - 000,10/17/19,20:19:55,200 W Access Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0005306 - 000,10/17/19,23:40:41,1709 Hunter Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0005307 - 000,10/18/19,2:14:20,106 W Hopkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005308 - 000,10/18/19,6:14:27,1975 Aquarena Springs Dr  # 623 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005309 - 000,10/18/19,6:31:00,1401 Wonder World Dr  # RM1 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005310 - 000,10/18/19,11:53:59,155 Wonder World Dr  # EXM2 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005311 - 000,10/18/19,12:20:26,1451 Sadler Dr  # BLDG1 ,733 - Smoke detector activation due to malfunction,Yes,Yes
0005312 - 000,10/18/19,12:49:30,2601 Rattler Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005313 - 000,10/18/19,12:57:38,2600 Hunter Rd  # 3209 ,"550 - Public service assistance, other",Yes,Yes
0005314 - 000,10/18/19,13:29:51,712 S Stagecoach Trl ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005315 - 000,10/18/19,16:55:49,1506 S IH 35  # 1322 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005316 - 000,10/18/19,17:06:05,Hwy 80 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005317 - 000,10/18/19,17:26:40,203 NB ,611 - Dispatched & cancelled en route,Yes,Yes
0005318 - 000,10/18/19,18:55:11,2913 Hunter Rd  # 628 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005319 - 000,10/18/19,19:31:33,415 Candlelight Ln ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005320 - 000,10/18/19,19:33:42,207 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0005321 - 000,10/18/19,20:02:44,221 Rock Bluff Ln ,"746 - Carbon monoxide detector activation, no CO",Yes,Yes
0005322 - 000,10/18/19,20:59:11,1400 Aquarena Springs Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0005323 - 000,10/18/19,21:35:26,2117 River Rd ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005324 - 000,10/19/19,0:13:09,N LBJ Dr ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005325 - 000,10/19/19,3:50:35,300 N Guadalupe St ,622 - No incident found on arrival at dispatch address,Yes,Yes
0005326 - 000,10/19/19,6:08:09,205 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005327 - 000,10/19/19,11:01:46,109 Armstead St ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005328 - 000,10/19/19,11:55:26,199 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005329 - 000,10/19/19,13:17:33,149 Linden Ln ,"151 - Outside rubbish, trash or waste fire",Yes,Yes
0005330 - 000,10/19/19,14:17:08,202 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005331 - 000,10/19/19,14:44:00,1437 N IH 35 ,"550 - Public service assistance, other",Yes,Yes
0005332 - 000,10/19/19,15:16:44,2600 Hunter Rd  # 1306 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005333 - 000,10/19/19,16:02:15,1200 Hwy 123 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005334 - 000,10/19/19,16:20:32,198 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005335 - 000,10/19/19,16:28:07,Hwy 80 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005336 - 000,10/19/19,16:29:52,201 San Marcos Springs Dr ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005337 - 000,10/19/19,17:18:25,1420 River Rd  # 2ND FLR ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005338 - 000,10/19/19,17:26:46,1023 Hwy 80  # 111 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005339 - 000,10/19/19,18:02:00,3939 S IH 35  # 945 ,611 - Dispatched & cancelled en route,Yes,Yes
0005340 - 000,10/19/19,18:11:19,201 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005341 - 000,10/19/19,18:14:03,900 Hwy 80 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005342 - 000,10/19/19,23:48:59,512 Craddock Ave  # 1481 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005343 - 000,10/19/19,23:54:12,E Hopkins St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005344 - 000,10/19/19,23:58:28,1201 Thorpe Ln  # 82 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005345 - 000,10/20/19,0:22:59,309 Newberry Trl ,412 - Gas leak (natural gas or LPG),Yes,Yes
0005346 - 000,10/20/19,0:44:07,1805 N IH 35  # 31B ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005347 - 000,10/20/19,1:20:27,1701 Mill St  # 23101 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005348 - 000,10/20/19,1:25:34,200 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005349 - 000,10/20/19,4:06:51,129 E Hopkins St  # 100 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005350 - 000,10/20/19,5:01:57,1651 Post Rd ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005351 - 000,10/20/19,5:09:58,2250 Clovis Barker Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0005352 - 000,10/20/19,7:54:06,1900 Medical Pkwy  # 208A ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005353 - 000,10/20/19,9:58:08,117 E Hopkins St ,"118 - Trash or rubbish fire, contained",Yes,Yes
0005354 - 000,10/20/19,10:40:26,1701 River Rd  # LOT 14 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005356 - 000,10/20/19,11:11:45,208 NB ,551 - Assist police or other governmental agency,Yes,Yes
0005357 - 000,10/20/19,12:35:02,1310 Advance St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005358 - 000,10/20/19,14:32:58,3939 S IH 35  # 460 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005359 - 000,10/20/19,14:46:52,205 S C M Allen Pkwy ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005360 - 000,10/20/19,17:43:45,600 N Lbj Dr  # 308 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005361 - 000,10/20/19,18:43:59,1200 Hwy 80 ,622 - No incident found on arrival at dispatch address,Yes,Yes
0005362 - 000,10/20/19,18:51:06,300 Durango St ,"151 - Outside rubbish, trash or waste fire",Yes,Yes
0005363 - 000,10/20/19,19:30:19,On E Access Rd  at Hwy 80 ,322 - Vehicle accident with injuries,Yes,Yes
0005364 - 000,10/20/19,23:45:05,1150 E River Ridge Pkwy  # 612 ,"445 - Arcing, shorted electrical equipment",Yes,Yes
0005365 - 000,10/21/19,4:05:52,2913 Hunter Rd  # BLDG 3 ,735 - Alarm system sounded due to malfunction,Yes,Yes
0005366 - 000,10/21/19,7:52:34,E McCarty Ln ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005367 - 000,10/21/19,8:25:03,1116 Hilltop Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005368 - 000,10/21/19,9:02:33,Old Ranch Road 12 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005369 - 000,10/21/19,12:09:49,2213 S IH 35 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005370 - 000,10/21/19,12:34:36,155 Wonder World Dr ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005371 - 000,10/21/19,12:52:58,Centerpoint Rd ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005373 - 000,10/21/19,13:11:33,210 Yarrington Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005374 - 000,10/21/19,14:07:06,Charles Austin Dr ,611 - Dispatched & cancelled en route,Yes,Yes
0005376 - 000,10/21/19,14:22:19,200 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005377 - 000,10/21/19,15:13:14,2601 Rattler Rd ,"715 - Local alarm system, malicious false alarm",Yes,Yes
0005378 - 000,10/21/19,16:06:22,705 River Rd  # BLDG 14 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005379 - 000,10/21/19,17:08:01,405 E McCarty Ln ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005380 - 000,10/21/19,19:27:16,206 NB ,"550 - Public service assistance, other",Yes,Yes
0005382 - 000,10/21/19,22:44:34,201 NB ,131 - Passenger vehicle fire,Yes,Yes
0005383 - 000,10/21/19,22:49:45,1805 N IH 35  # 23A ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005384 - 000,10/22/19,0:22:56,1502 S IH 35 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005385 - 000,10/22/19,1:54:35,1401 Wonder World Dr  # 18 ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005386 - 000,10/22/19,4:14:55,6215 S Ih 35 ,611 - Dispatched & cancelled en route,Yes,Yes
0005387 - 000,10/22/19,4:56:40,100 E Hillcrest Dr ,622 - No incident found on arrival at dispatch address,Yes,Yes
0005388 - 000,10/22/19,7:59:54,Charles Austin Dr ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005389 - 000,10/22/19,8:13:10,1100 N Springtown Way ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005390 - 000,10/22/19,11:03:22,101 Linda Dr ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005391 - 000,10/22/19,12:18:48,155 Wonder World Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005392 - 000,10/22/19,12:26:09,1350 Wonder World Dr  # OFFICE ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005393 - 000,10/22/19,13:09:01,200 W Hopkins St ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005394 - 000,10/22/19,13:57:18,625 Commercial Lp ,412 - Gas leak (natural gas or LPG),Yes,Yes
0005395 - 000,10/22/19,14:04:49,S C M Allen Pkwy ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005396 - 000,10/22/19,15:37:11,Pat Garrison St ,322 - Vehicle accident with injuries,Yes,Yes
0005397 - 000,10/22/19,17:39:58,Uhland Rd ,322 - Vehicle accident with injuries,Yes,Yes
0005398 - 000,10/22/19,19:42:22,1301 Hwy 123  # FOOTBALL ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005399 - 000,10/22/19,21:38:44,Feltner Aly ,"151 - Outside rubbish, trash or waste fire",Yes,Yes
0005400 - 000,10/22/19,21:54:36,1201 Thorpe Ln  # 103 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005401 - 000,10/22/19,22:03:50,202 NB ,551 - Assist police or other governmental agency,Yes,Yes
0005402 - 000,10/23/19,0:04:28,650 River Rd  # 11205 ,531 - Smoke or odor removal,Yes,Yes
0005403 - 000,10/23/19,1:34:58,127 E Hopkins St  # 120 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005404 - 000,10/23/19,3:41:22,1001 Leah Ave  # BLG4 ,"700 - False alarm or false call, other",Yes,Yes
0005405 - 000,10/23/19,4:07:04,941 Sagewood Trl ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005406 - 000,10/23/19,8:34:23,2100 Clovis Barker Rd ,611 - Dispatched & cancelled en route,Yes,Yes
0005407 - 000,10/23/19,10:55:55,805 Rodriguez St ,412 - Gas leak (natural gas or LPG),Yes,Yes
0005408 - 000,10/23/19,11:04:49,701 N Guadalupe St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005409 - 000,10/23/19,12:27:52,701 N Guadalupe St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005410 - 000,10/23/19,12:45:42,1250 Wonder World Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005411 - 000,10/23/19,13:32:44,1641 Hwy 80 ,121 - Fire in mobile home used as fixed residence,Yes,Yes
0005412 - 000,10/23/19,14:53:55,801 River Rd  # 235 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005413 - 000,10/23/19,14:56:39,205 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005414 - 000,10/23/19,14:52:49,707 Barbara Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005415 - 000,10/23/19,15:16:55,120 Bert Brown Rd  # SPRNG HI ,"743 - Smoke detector activation, no fire - unintentional",Yes,Yes
0005416 - 000,10/23/19,15:39:01,1900 Medical Pkwy  # NURSE ST ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005417 - 000,10/23/19,16:22:52,1010 Conway Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005419 - 000,10/23/19,17:22:59,518 S Guadalupe St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005420 - 000,10/23/19,17:51:09,199 NB ,552 - Police matter,Yes,Yes
0005421 - 000,10/23/19,18:06:19,934 N IH 35 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005422 - 000,10/23/19,18:24:50,708 N Comanche St  # 4TH FLR ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005423 - 000,10/23/19,18:29:42,352 Lookout Ridge Lp ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005424 - 000,10/23/19,19:54:58,On N Edward Gary St  at Universit y Dr,324 - Motor vehicle accident with no injuries,Yes,Yes
0005426 - 000,10/23/19,20:48:34,1550 N IH 35 ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005427 - 000,10/23/19,21:53:16,512 Craddock Ave  # 2231 ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005428 - 000,10/24/19,1:30:37,200 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005430 - 000,10/24/19,7:13:29,605 W Hutchison St  # 208 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005431 - 000,10/24/19,9:41:44,817 Chestnut St ,"651 - Smoke scare, odor of smoke",Yes,Yes
0005433 - 000,10/24/19,10:32:18,812 Rodriguez St ,"600 - Good intent call, other",Yes,Yes
0005434 - 000,10/24/19,10:45:58,1501 Aquarena Springs Dr  # 101 ,611 - Dispatched & cancelled en route,Yes,Yes
0005435 - 000,10/24/19,11:05:46,E Access Rd ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005436 - 000,10/24/19,12:21:04,927 Field St ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005437 - 000,10/24/19,12:36:36,2059 Lisa Ln ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005438 - 000,10/24/19,12:53:02,On E Access Rd  at Hwy 123 ,322 - Vehicle accident with injuries,Yes,Yes
0005439 - 000,10/24/19,13:02:46,2586 S IH 35 ,622 - No incident found on arrival at dispatch address,Yes,Yes
0005442 - 000,10/24/19,18:52:24,200 Charles Austin Dr ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005443 - 000,10/24/19,19:41:22,2600 Hunter Rd  # 5101 ,733 - Smoke detector activation due to malfunction,Yes,Yes
0005444 - 000,10/24/19,19:58:08,1201 Thorpe Ln  # 168 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005445 - 000,10/24/19,19:59:38,206 NB ,611 - Dispatched & cancelled en route,Yes,Yes
0005446 - 000,10/24/19,20:18:51,On E De Zavala Dr  at Hwy 123 ,322 - Vehicle accident with injuries,Yes,Yes
0005447 - 000,10/24/19,20:44:04,204 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005448 - 000,10/24/19,21:00:18,1050 McKinley Place Dr  # 280 ,735 - Alarm system sounded due to malfunction,Yes,Yes
0005449 - 000,10/24/19,20:56:51,209 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0005450 - 000,10/24/19,21:04:35,401 N Fredericksburg St  # 2317 ,733 - Smoke detector activation due to malfunction,Yes,Yes
0005452 - 000,10/24/19,21:21:05,401 N Fredericksburg St  # ELVGAR ,353 - Removal of victim(s) from stalled elevator,Yes,Yes
0005453 - 000,10/24/19,21:27:15,2300 S IH 35 ,352 - Extrication of victim(s) from vehicle,Yes,Yes
0005454 - 000,10/24/19,21:32:26,202 SB ,611 - Dispatched & cancelled en route,Yes,Yes
0005457 - 000,10/24/19,21:46:02,EXIT 201 NB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005458 - 000,10/24/19,21:53:49,600 Cape Rd ,363 - Swift water rescue,Yes,Yes
0005459 - 000,10/24/19,21:51:54,242 N LBJ Dr  # 103 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005460 - 000,10/25/19,0:25:55,2600 Hunter Rd  # 4205 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005461 - 000,10/25/19,0:38:09,1980 Aquarena Springs Dr  # 3402 ,551 - Assist police or other governmental agency,Yes,Yes
0005462 - 000,10/25/19,1:22:25,On Hughson Dr  at Chaparral Rd ,"600 - Good intent call, other",Yes,Yes
0005463 - 000,10/25/19,4:41:03,2301 N IH 35 ,735 - Alarm system sounded due to malfunction,Yes,Yes
0005464 - 000,10/25/19,4:54:03,417 N Comanche St  # 224 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005465 - 000,10/25/19,5:13:43,944 Sycamore St ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005467 - 000,10/25/19,7:04:17,503 Springtown Way  # 215 ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005469 - 000,10/25/19,7:24:04,204 SB ,324 - Motor vehicle accident with no injuries,Yes,Yes
0005470 - 000,10/25/19,8:50:53,817 Chestnut St ,735 - Alarm system sounded due to malfunction,Yes,Yes
0005471 - 000,10/25/19,8:56:02,2301 N IH 35 ,735 - Alarm system sounded due to malfunction,Yes,Yes
0005472 - 000,10/25/19,9:16:28,400 W Holland St ,444 - Power line down,Yes,Yes
0005474 - 000,10/25/19,10:41:23,817 Chestnut St ,735 - Alarm system sounded due to malfunction,Yes,Yes
0005475 - 000,10/25/19,11:56:48,1201 Thorpe Ln ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005476 - 000,10/25/19,16:12:15,403 S LBJ Dr ,"321 - EMS call, excluding vehicle accident with injury",Yes,Yes
0005477 - 000,10/25/19,17:01:48,204 NB ,322 - Vehicle accident with injuries,Yes,Yes
0005478 - 000,10/25/19,18:35:37,1942 S IH 35 ,735 - Alarm system sounded due to malfunction,Yes,Yes
0005481 - 000,10/25/19,20:40:00,113 Backhorn Ln ,511 - Lock-out,Yes,Yes
0005483 - 000,10/25/19,21:06:14,202 NB ,553 - Public service,Yes,Yes
0005484 - 000,10/25/19,21:11:34,511 W MLK Dr ,611E - EMS: Dispatched & cancelled en route,Yes,Yes
0005485 - 000,10/25/19,23:22:02,202 SB ,553 - Public service,Yes,Yes
0005486 - 000,10/26/19,2:12:32,120 Old Main Dr ,742 - Extinguishing system activation,Yes,Yes
0005487 - 000,10/26/19,3:50:22,1201 Thorpe Ln  # 82 ,611 - Dispatched & cancelled en route,Yes,Yes
0005488 - 000,10/26/19,4:52:42,1400 Clarewood Dr  # 322 ,522 - Water or steam leak,Yes,Yes
0005489 - 000,10/26/19,5:34:22,1201 Thorpe Ln  # 82 ,554 - Assist invalid,Yes,Yes
0005490 - 000,10/26/19,9:09:51,331 Lee St ,"600 - Good intent call, other",Yes,Yes
0005491 - 000,10/26/19,12:08:10,405 E McCarty Ln ,"311 - Medical assist, assist EMS crew",Yes,Yes
0005492 - 000,10/26/19,12:45:41,213 NB ,322 - Vehicle accident with injuries,Yes,Yes
0005493 - 000,10/26/19,13:17:38,On Wonder World Dr  at Leah Ave ,611 - Dispatched & cancelled en route,Yes,Yes
0005494 - 000,10/26/19,13:50:09,111 E San Antonio St ,611 - Dispatched & cancelled en route,Yes,Yes
