"","Incident_Nr","TimeReported","Activity","Disposition","Officer","Location"
"25636",200000054771,"10/17/2020  2:26:46 PM","Assist Animal Control","Fire Call","","1506 S IH 35"
"25637",200000054772,"10/17/2020  2:30:29 PM","Alarms","Cancelled","","700 N LBJ Dr"
"25638",200000054774,"10/17/2020  2:41:05 PM","Disturbance - Noise","Verbal Warning","Mueller, Justin","111 E San Antonio St"
"25639",200000054775,"10/17/2020  2:55:38 PM","Animal Call","No Report","Daenzer, Matthew","641 E Hopkins St"
"25640",200000054778,"10/17/2020  3:24:47 PM","Welfare Concern","No Report","Begwin, Luke","1137 Mira Loma Ln"
"25641",200000054781,"10/17/2020  3:36:15 PM","Disturbance - Noise","Unfounded","Daenzer, Matthew","314 E Hutchison St"
"25642",200000054783,"10/17/2020  3:44:16 PM","Viol City Ordinance","Verbal Warning","Daenzer, Matthew","418 Sarah St"
"25643",200000054785,"10/17/2020  3:48:07 PM","Fraud","No Report","Fischer, Vincent","209 N IH 35"
"25644",200000054789,"10/17/2020  3:57:42 PM","Trespassing/Unwanted","No Report","Fischer, Vincent","3939 S IH 35"
"25645",200000054791,"10/17/2020  4:03:27 PM","Attempt to Locate","No Report","Larivee, Thomas","Edward Gary St/E San Antonio St"
"25646",200000054792,"10/17/2020  4:09:19 PM","Suspicious Vehicle","No Report","Begwin, Luke","Wonder World Dr/W RR Tracks"
"25647",200000054793,"10/17/2020  4:17:31 PM","Assault","Arrest","Larivee, Thomas","Mill St/Third St"
"25648",200000054797,"10/17/2020  4:47:16 PM","Viol City Ordinance","No Report","","111 W San Antonio St"
"25649",200000054800,"10/17/2020  5:11:47 PM","Welfare Concern","Warning","Loring, Elizabeth","1213 W San Antonio St"
"25650",200000054803,"10/17/2020  5:58:43 PM","Narcotics/Information","No Report","Loring, Elizabeth","1818 Old Ranch Road 12"
"25651",200000054805,"10/17/2020  6:41:29 PM","Accident - Unknown","No Report","Alvarado, Manuel","E McCarty Ln/Leah Ave"
"25652",200000054806,"10/17/2020  6:41:55 PM","Accident - Unknown","No Report","","1100blk E McCarty Ln"
"25653",200000054809,"10/17/2020  6:49:41 PM","Information","No Report","Morenz, Darby","Post Rd/Champions Blvd"
"25654",200000054812,"10/17/2020  7:22:23 PM","Assault - Aggravated","Arrest","Larivee, Thomas","2990 S IH 35"
"25655",200000054813,"10/17/2020  7:58:40 PM","Welfare Concern","No Report","Poorboy, Duwayne","427 Parkside Dr"
"25656",200000054815,"10/17/2020  8:03:12 PM","Abduction/Kidnapping","No Report","Larivee, Thomas","1213 W San Antonio St"
"25657",200000054817,"10/17/2020  8:24:42 PM","Disturbance - Verbal","No Report","Larivee, Thomas","1701 Mill St"
"25658",200000054818,"10/17/2020  8:35:48 PM","Disturbance - Phys/Fight","Arrest","Loring, Elizabeth","206 S Mitchell Ave"
"25659",200000054821,"10/17/2020  9:01:32 PM","Suspicious Person","Arrest","Larivee, Thomas","1623 Aquarena Springs Dr"
"25660",200000054825,"10/17/2020  9:26:06 PM","Trespassing/Unwanted","Verbal Warning","Mueller, Justin","109 West Ave"
"25661",200000054829,"10/17/2020  9:40:28 PM","Suspicious Person","No Report","Crum, Tyler","110 E MLK Dr"
"25662",200000054834,"10/17/2020  10:17:05 PM","Disturbance - Noise","Unfounded","Williamson, Jamie","100blk Salas Dr"
"25663",200000054835,"10/17/2020  10:23:23 PM","Assist Outside Agency","No Report","Loring, Elizabeth","S Old Bastrop Hwy/Centerpoint Rd"
"25664",200000054836,"10/17/2020  10:24:44 PM","Disturbance - Noise","Verbal Warning","Bonfantini, Bart","Clyde St/Columbia Ave"
"25665",200000054838,"10/17/2020  10:38:22 PM","Disturbance - Noise","Unfounded","Larivee, Thomas","1101 E River Ridge Pkwy"
"25666",200000054839,"10/17/2020  10:47:29 PM","Welfare Concern","No Report","Bonfantini, Bart","706 S Guadalupe St"
"25667",200000054840,"10/17/2020  10:48:35 PM","Disturbance - Phys/Fight","No Report","Williamson, Jamie","1001 E McCarty Ln"
"25668",200000054843,"10/17/2020  10:59:58 PM","Disturbance - Phys/Fight","No Report","","301 Telluride St"
"25669",200000054846,"10/17/2020  11:10:48 PM","Disturbance - Noise","Verbal Warning","Larivee, Thomas","1610 N IH 35"
"25670",200000054849,"10/17/2020  11:19:52 PM","Accident - Unknown","Arrest","Larivee, Thomas","100 Blk N Guadalupe St"
"25671",200000054851,"10/17/2020  11:26:01 PM","Attempt to Locate","No Report","","202 SB"
"25672",200000054855,"10/17/2020  11:46:44 PM","Disturbance - Noise","Verbal Warning","Larivee, Thomas","1655 Mill St"
"25673",200000054856,"10/17/2020  11:50:02 PM","Disturbance - Noise","Verbal Warning","Bonfantini, Bart","109 Craddock Ave"
"25674",200000054857,"10/17/2020  11:53:25 PM","Disturbance - Noise","No Report","Larivee, Thomas","1610 N IH 35"
"25675",200000054858,"10/17/2020  11:54:00 PM","Foot Patrol","No Report","Bonfantini, Bart","2521 S IH 35"
"25676",200000054859,"10/17/2020  11:59:21 PM","Mental Health Invest","No Report","Poorboy, Duwayne","2300 S IH 35"
"25677",200000054862,"10/18/2020  12:39:50 AM","Pedestrian Stop","No Report","Alvarado, Manuel","Riverside Dr/Riviera St"
"25678",200000054863,"10/18/2020  12:40:35 AM","Disturbance - Phys/Fight","No Report","Bonfantini, Bart","617 Clyde Ct"
"25679",200000054864,"10/18/2020  12:48:15 AM","Disturbance - Noise","Unfounded","Alvarado, Manuel","301 Telluride St"
"25680",200000054865,"10/18/2020  12:48:31 AM","Disturbance - Noise","Verbal Warning","Larivee, Thomas","201 Telluride St"
"25681",200000054868,"10/18/2020  1:01:04 AM","Disturbance - Noise","Unfounded","Bonfantini, Bart","1354 Thorpe Ln"
"25682",200000054869,"10/18/2020  1:05:20 AM","Disturbance - Noise","No Report","Larivee, Thomas","1610 N IH 35"
"25683",200000054870,"10/18/2020  1:14:49 AM","Suicidal Person","Report","Larivee, Thomas","1250 N IH 35"
"25684",200000054871,"10/18/2020  1:15:36 AM","Attempt to Locate","No Report","","210 SB"
"25685",200000054872,"10/18/2020  1:19:56 AM","Disturbance - Noise","Verbal Warning","Alvarado, Manuel","1111 Avalon Ave"
"25686",200000054873,"10/18/2020  1:22:42 AM","Disturbance - Noise","Unfounded","Foster, Norman","1655 Mill St"
"25687",200000054874,"10/18/2020  1:24:09 AM","Public Assist","No Report","Morenz, Darby","1105 N IH 35"
"25688",200000054875,"10/18/2020  1:25:40 AM","Attempt to Locate","No Report","","Old Ranch Road 12/Craddock Ave"
"25689",200000054876,"10/18/2020  1:35:24 AM","Accident - Unknown","Report","Loring, Elizabeth","200 SB"
"25690",200000054878,"10/18/2020  1:45:49 AM","Disturbance - Noise","Unfounded","Williamson, Jamie","1400 River Rd"
"25691",200000054879,"10/18/2020  1:52:15 AM","Accident - Fleet","Report","Williamson, Jamie","W Access Rd/Centerpoint Rd"
"25692",200000054880,"10/18/2020  2:01:04 AM","Disturbance - Noise","Not Verified","Duckworth, Daniel","201 Telluride St"
"25693",200000054881,"10/18/2020  2:07:20 AM","Disturbance - Noise","Not Verified","Williamson, Jamie","201 Telluride St"
"25694",200000054882,"10/18/2020  2:08:41 AM","Disturbance - Verbal","No Report","Bonfantini, Bart","401 N Fredericksburg St"
"25695",200000054884,"10/18/2020  2:23:08 AM","Suspicious Circumstances","No Report","Alvarado, Manuel","401 N Fredericksburg St"
"25696",200000054887,"10/18/2020  2:26:16 AM","Disturbance - Noise","Verbal Warning","Bonfantini, Bart","1701 Mill St"
"25697",200000054888,"10/18/2020  2:26:33 AM","Disturbance - Noise","Unfounded","","201 Telluride St"
"25698",200000054889,"10/18/2020  2:28:54 AM","Disturbance - Verbal","No Report","Duckworth, Daniel","201 Telluride St"
"25699",200000054890,"10/18/2020  2:29:25 AM","Disturbance - Phys/Fight","No Report","Williamson, Jamie","301 Telluride St"
"25700",200000054891,"10/18/2020  2:43:48 AM","Criminal Mischief","No Report","Williamson, Jamie","201 Telluride St"
"25701",200000054892,"10/18/2020  2:44:36 AM","Information","No Report","","2300 S IH 35"
"25702",200000054894,"10/18/2020  2:50:41 AM","Disturbance - Noise","Verbal Warning","Bonfantini, Bart","1701 Mill St"
"25703",200000054896,"10/18/2020  3:11:07 AM","Information","No Report","","2300 S IH 35"
"25704",200000054897,"10/18/2020  3:15:24 AM","Welfare Concern","Multiple Arrest","Larivee, Thomas","200blk E Hopkins St"
"25705",200000054902,"10/18/2020  3:53:07 AM","Theft","No Report","Williamson, Jamie","4040 S IH 35"
"25706",200000054903,"10/18/2020  3:54:24 AM","Disturbance - Noise","Unfounded","Crum, Tyler","1415 Craddock Ave"
"25707",200000054906,"10/18/2020  4:03:33 AM","Discharged Firearm","No Report","Foster, Norman","520 Linda Dr"
"25708",200000054908,"10/18/2020  4:18:51 AM","Assist Outside Agency","No Report","Foster, Norman","1108 W Mccarty Ln"
"25709",200000054909,"10/18/2020  4:23:48 AM","Welfare Concern","No Report","Williamson, Jamie","1701 Mill St"
"25710",200000054910,"10/18/2020  4:30:50 AM","Attempt to Locate","No Report","","Charles Austin Dr/Aquarena Springs Dr"
"25711",200000054912,"10/18/2020  4:58:06 AM","Disturbance - Noise","Verbal Warning","Foster, Norman","800 N LBJ Dr"
"25712",200000054914,"10/18/2020  5:27:44 AM","Suspicious Person","Cancelled","","1350 N LBJ Dr"
"25713",200000054916,"10/18/2020  6:56:50 AM","Attempt to Locate","No Report","","210 SB"
"25714",200000054917,"10/18/2020  7:27:50 AM","Attempt to Locate","No Report","","208 SB"
"25715",200000054918,"10/18/2020  7:34:42 AM","Suspicious Vehicle","No Report","Begwin, Luke","1307 Uhland Rd"
"25716",200000054919,"10/18/2020  8:21:51 AM","Burglary - Building","Report","Charleswell, Eric","102 Knox St"
"25717",200000054922,"10/18/2020  8:54:56 AM","Vehicle Theft","No Report","Salazar, Linda","1415 Craddock Ave"
"25718",200000054924,"10/18/2020  9:06:18 AM","Suspicious Person","No Contact","Begwin, Luke","204 Quail Creek Dr"
"25719",200000054925,"10/18/2020  9:25:21 AM","Disturbance - Phys/Fight","Multiple Arrest","Salazar, Linda","1476 E McCarty Ln"
"25720",200000054926,"10/18/2020  9:40:09 AM","Suspicious Person","Report","Begwin, Luke","1900 Aquarena Springs Dr"
"25721",200000054930,"10/18/2020  10:33:57 AM","Theft","Cancelled","Begwin, Luke","1550 N IH 35"
"25722",200000054931,"10/18/2020  10:45:24 AM","Welfare Concern","No Report","Salazar, Linda","202 NB"
"25723",200000054932,"10/18/2020  10:48:09 AM","Assist Outside Agency","No Report","Begwin, Luke","204 SB"
"25724",200000054934,"10/18/2020  11:14:24 AM","Burglary - Habitation","Report","Begwin, Luke","1451 Sadler Dr"
"25725",200000054937,"10/18/2020  12:17:05 PM","Accident - Hit and Run","Report","Salazar, Linda","1951 Hunter Rd"
"25726",200000054938,"10/18/2020  12:21:11 PM","Accident - Major/Injury","Report","Salazar, Linda","Wonder World Dr/W Access Rd"
"25727",200000054944,"10/18/2020  12:55:49 PM","Welfare Concern","No Report","Salazar, Linda","2600 Hunter Rd"
"25728",200000054945,"10/18/2020  1:00:26 PM","Disturbance - Verbal","Warning","Begwin, Luke","920 Hwy 80"
"25729",200000054947,"10/18/2020  1:10:13 PM","Accident - Major/Injury","Report","Perkins, Jordan","1011 Wonder World Dr"
"25730",200000054948,"10/18/2020  1:32:02 PM","Attempt to Locate","No Report","","210 SB"
"25731",200000054952,"10/18/2020  2:24:24 PM","Accident - Unknown","Blue Form Issue","Salazar, Linda","202 NB"
"25732",200000054953,"10/18/2020  2:30:56 PM","Attempt to Locate","No Report","","Hwy 21/Hwy 80"
"25733",200000054954,"10/18/2020  2:34:54 PM","Civil Standby","No Report","Begwin, Luke","1301 Wonder World Dr"
"25734",200000054957,"10/18/2020  2:46:52 PM","Community Contact","No Report","Salazar, Linda","210 Brazoria Trl"
"25735",200000054958,"10/18/2020  2:56:13 PM","Solicitors","No Contact","Fischer, Vincent","E Access Rd/Hwy 80"
"25736",200000054960,"10/18/2020  3:06:27 PM","Welfare Concern","No Report","Daenzer, Matthew","1213 W San Antonio St"
"25737",200000054961,"10/18/2020  3:07:46 PM","Disturbance - Verbal","Report","Perkins, Jordan","1126 Sycamore St"
"25738",200000054962,"10/18/2020  3:14:14 PM","Trespassing/Unwanted","No Report","Anderson, Dillan","417 N Comanche St"
"25739",200000054963,"10/18/2020  3:30:32 PM","Accident - Minor","No Report","Salazar, Linda","202 NB"
"25740",200000054964,"10/18/2020  3:34:15 PM","Accident - Minor","Blue Form Issue","Begwin, Luke","2041 S IH 35"
"25741",200000054966,"10/18/2020  3:45:06 PM","Attempt to Locate","No Report","","204 NB"
"25742",200000054967,"10/18/2020  4:08:23 PM","Wanted Person","Arrest","Larivee, Thomas","2212 N IH 35"
"25743",200000054970,"10/18/2020  4:20:54 PM","Accident - Minor","Blue Form Issue","Alvarado, Manuel","204 NB"
"25744",200000054971,"10/18/2020  4:25:10 PM","Alcohol Violation","Citation Issued","Locke, Loy","440 E Hopkins St"
"25745",200000054972,"10/18/2020  4:33:21 PM","Disturbance - Phys/Fight","Unfounded","Perkins, Jordan","650 River Rd"
"25746",200000054974,"10/18/2020  4:53:25 PM","Accident - Unknown","No Report","Perkins, Jordan","200 NB"
"25747",200000054975,"10/18/2020  5:06:02 PM","Disturbance - Verbal","No Report","Larivee, Thomas","205 Pincea Pl"
"25748",200000054976,"10/18/2020  5:22:42 PM","Accident - Minor","Blue Form Issue","Alvarado, Manuel","200 NB"
"25749",200000054977,"10/18/2020  5:26:32 PM","Assist Outside Agency","No Report","Morenz, Darby","Crepe Myrtle Dr/E Access Rd"
"25750",200000054978,"10/18/2020  5:32:10 PM","Accident - Minor","No Report","Larivee, Thomas","208 NB"
"25751",200000054984,"10/18/2020  5:52:27 PM","Accident - Hit and Run","Blue Form Issue","Loring, Elizabeth","517 Valley St"
"25752",200000054988,"10/18/2020  6:48:48 PM","Fraud","No Report","Cormier, Jayson","2300 S IH 35"
"25753",200000054992,"10/18/2020  7:41:07 PM","Assault","Report","Larivee, Thomas","345 Champions Blvd"
"25754",200000054997,"10/18/2020  8:26:48 PM","Disturbance - Verbal","Cancelled","","1655 Mill St"
"25755",200000054998,"10/18/2020  8:32:20 PM","Attempt to Locate","No Report","","209 SB"
"25756",200000054999,"10/18/2020  8:34:30 PM","Suspicious Vehicle","No Report","Williamson, Jamie","4015 S IH 35"
"25757",200000055002,"10/18/2020  8:47:44 PM","Accident - Hit and Run","Blue Form Issue","","Rogers St/Scott St"
"25758",200000055003,"10/18/2020  8:51:33 PM","Threat","No Report","","650 River Rd"
"25759",200000055004,"10/18/2020  8:55:25 PM","Harassment","No Report","Alvarado, Manuel","601 River Rd"
"25760",200000055005,"10/18/2020  9:00:01 PM","Suspicious Person","No Report","Larivee, Thomas","2212 N IH 35"
"25761",200000055007,"10/18/2020  9:17:00 PM","Assist Fire Department","No Report","Cormier, Jayson","202 SB"
"25762",200000055008,"10/18/2020  9:33:55 PM","Attempt to Locate","No Report","","208 SB"
"25763",200000055009,"10/18/2020  9:34:07 PM","Suspicious Circumstances","No Report","Foster, Norman","630 E Hopkins St"
"25764",200000055010,"10/18/2020  9:42:38 PM","Suspicious Person","No Report","Larivee, Thomas","2212 N IH 35"
"25765",200000055011,"10/18/2020  9:51:33 PM","Welfare Concern","No Report","Larivee, Thomas","1951 Aquarena Springs Dr"
"25766",200000055012,"10/18/2020  9:55:10 PM","Welfare Concern","No Report","Morenz, Darby","1951 Aquarena Springs Dr"
"25767",200000055013,"10/18/2020  10:07:01 PM","Wanted Person","Arrest","Duckworth, Daniel","312 Magnolia Dr"
"25768",200000055014,"10/18/2020  10:13:18 PM","Assist Fire Department","No Report","Larivee, Thomas","1903 River Rd"
"25769",200000055017,"10/18/2020  11:16:05 PM","Assist Fire Department","No Report","Crum, Tyler","584 Lookout Ridge Lp"
"25770",200000055018,"10/18/2020  11:16:40 PM","Found Person","Detention Juv","Crum, Tyler","1646 Aquarena Springs Dr"
"25771",200000055019,"10/18/2020  11:24:30 PM","Suspicious Vehicle","No Report","Crum, Tyler","100blk Elm Hill Ct"
"25772",200000055020,"10/18/2020  11:26:33 PM","Accident - Minor","Arrest","Foster, Norman","209 NB"
"25773",200000055024,"10/19/2020  12:21:34 AM","Disturbance - Noise","Report","Crum, Tyler","401 N Fredericksburg St"
"25774",200000055025,"10/19/2020  12:24:48 AM","Theft","No Report","Alvarado, Manuel","1550 N IH 35"
"25775",200000055029,"10/19/2020  12:55:48 AM","Discharged Firearm","No Report","Crum, Tyler","1900 Aquarena Springs Dr"
"25776",200000055031,"10/19/2020  1:57:05 AM","Foot Patrol","No Report","Bonfantini, Bart","E Hopkins St/N LBJ Dr"
"25777",200000055034,"10/19/2020  2:29:42 AM","Suspicious Vehicle","No Report","Williamson, Jamie","2521 S IH 35"
"25778",200000055035,"10/19/2020  2:39:20 AM","Disturbance - Noise","Verbal Warning","Larivee, Thomas","1101 E River Ridge Pkwy"
"25779",200000055036,"10/19/2020  2:49:43 AM","Burglary - Habitation","No Report","Larivee, Thomas","150 Gambel Oak Way"
"25780",200000055038,"10/19/2020  3:33:36 AM","Burglary - Building","Arrest","Bonfantini, Bart","1636 Aquarena Springs Dr"
"25781",200000055039,"10/19/2020  3:48:52 AM","Suspicious Vehicle","No Report","Williamson, Jamie","4205 S IH 35"
"25782",200000055040,"10/19/2020  4:27:09 AM","Attempt to Locate","No Report","Duckworth, Daniel","199 NB"
"25783",200000055044,"10/19/2020  6:15:55 AM","Mental Health Invest","No Report","Taylor, Michael","1301 Wonder World Dr"
"25784",200000055045,"10/19/2020  6:46:07 AM","Accident - Minor","Blue Form Issue","Ellingson, Brian","200 SB"
"25785",200000055046,"10/19/2020  7:02:02 AM","Directed/Area Enforcement","No Report","Salazar, Linda","1437 Post Rd"
"25786",200000055048,"10/19/2020  7:03:44 AM","Directed/Area Enforcement","No Report","Sembera, Jeremy","1401 Davis Ln"
"25787",200000055050,"10/19/2020  7:07:29 AM","Directed/Area Enforcement","No Report","Allen, Ashley","2951 Blanco Vista Blvd"
"25788",200000055053,"10/19/2020  7:19:44 AM","Accident - Unknown","Report","Salazar, Linda","204 NB"
"25789",200000055054,"10/19/2020  7:27:18 AM","Directed/Area Enforcement","No Report","Harrison, Todd",""
"25790",200000055055,"10/19/2020  7:33:29 AM","Accident - Minor","Report","Sembera, Jeremy","204 NB"
"25791",200000055056,"10/19/2020  7:37:47 AM","Accident - Hit and Run","Blue Form Issue","Taylor, Michael","504 Broadway St"
"25792",200000055057,"10/19/2020  7:39:16 AM","Accident - Minor","Blue Form Issue","Henderson, Jonathan","204 NB"
"25793",200000055058,"10/19/2020  7:43:02 AM","Trespassing/Unwanted","No Report","Salazar, Linda","1315 N IH 35"
"25794",200000055059,"10/19/2020  7:47:40 AM","Accident - Minor","Report","Salazar, Linda","204 NB"
"25795",200000055062,"10/19/2020  8:19:14 AM","Threat","Report","Lowrie, Hollie","2300 S IH 35"
"25796",200000055063,"10/19/2020  8:48:11 AM","Welfare Concern","No Report","Davis, Colton","1213 W San Antonio St"
"25797",200000055064,"10/19/2020  8:50:50 AM","Criminal Mischief","Refer To COPR","Allen, Ashley","289 Silver Peak Dr"
"25798",200000055066,"10/19/2020  8:54:35 AM","Accident - Hit and Run","Blue Form Issue","","917 Hwy 80"
"25799",200000055068,"10/19/2020  9:21:44 AM","Suspicious Person","No Report","Wooten, Christopher","301 Foxtail Run"
"25800",200000055069,"10/19/2020  9:31:17 AM","Burglary - Building","Report","Harrison, Todd","102 Knox St"
"25801",200000055072,"10/19/2020  9:49:58 AM","Trespassing/Unwanted","Arrest","Salazar, Linda","801 River Rd"
"25802",200000055078,"10/19/2020  10:03:11 AM","Child Custody","No Report","Allen, Ashley","1304 Delmar St"
"25803",200000055080,"10/19/2020  10:13:55 AM","Suspicious Vehicle","Red Tagged","Allen, Ashley","Hunters Hill Dr/Foxtail Run"
